Link,Searchterm
http://dr.dk/nyheder/udland/mexicansk-haer-befrier-165-migranter,migrant
http://dr.dk/nyheder/udland/italien-kystvagter-redder-500-afrikanske-migranter,migrant
http://dr.dk/nyheder/udland/213-migranter-gemt-i-trailer,migrant
http://dr.dk/nyheder/udland/doedstal-stiger-efter-godstogulykke-i-mexico,migrant
http://dr.dk/nyheder/indland/blad-politi-lader-illegale-passere,migrant
http://dr.dk/nyheder/udland/baadkatastrofe-saetter-spot-paa-flygtningeproblem,migrant
http://dr.dk/nyheder/udland/14-aarig-pige-draebt-ved-nynazistisk-angreb,migrant
http://dr.dk/nyheder/udland/1500-doede-paa-vej-til-europa-sidste-aar,migrant
http://dr.dk/nyheder/politik/df-illegale-i-lufthavnen-skal-stoppes,migrant
http://dr.dk/nyheder/udland/her-er-prisen-et-nyt-liv-i-europa,migrant
http://dr.dk/nyheder/indland/flere-kroner-til-minerydning-i-libyen,migrant
http://dr.dk/nyheder/udland/overlevende-fra-lampedusa-vi-floed-rundt-blandt-doede-kroppe,migrant
http://dr.dk/nyheder/udland/malta-middelhavet-er-blevet-en-kirkegaard,migrant
http://dr.dk/nyheder/udland/video-korrespondent-eu-fokuserer-udelukkende-paa-graensekontrol,migrant
http://dr.dk/nyheder/udland/fiskerbaad-med-200-flygtninge-sunket-vi-gik-i-panik,migrant
http://dr.dk/nyheder/udland/fire-millioner-europaeere-faar-mad-fra-roede-kors,migrant
http://dr.dk/nyheder/udland/fem-timers-kampe-taliban-slog-til-i-kabul,migrant
http://dr.dk/nyheder/udland/kinesisk-leder-arbejdere-skal-behandles-godt,migrant
http://dr.dk/nyheder/indland/illegal-arbejdskraft-breder-sig-mere-og-mere,migrant
http://dr.dk/nyheder/politik/lampedusa-problematik-eu-ledere-vil-se-handling-nu,migrant
http://dr.dk/nyheder/indland/danskere-soeger-job-i-europa,migrant
http://dr.dk/nyheder/udland/danskerne-blandt-de-mest-asylvenlige-i-eu,migrant
http://dr.dk/nyheder/indland/sexarbejdere-bijobber-med-rengoering,migrant
http://dr.dk/nyheder/indland/forsker-au-pair-bliver-billig-arbejdskraft,migrant
http://dr.dk/nyheder/udland/doedstal-efter-skibsforlis-stiger-fortsat,migrant
http://dr.dk/nyheder/indland/roede-kors-politi-skal-holde-sig-vaek,migrant
http://dr.dk/nyheder/politik/illegale-indvandrere-skal-have-laegehjaelp,migrant
http://dr.dk/nyheder/indland/video-sugee-er-fra-nigeria-og-hjemloes-i-koebenhavn,migrant
http://dr.dk/nyheder/indland/hver-sjette-asylansoeger-sigtet,asylansøg
http://dr.dk/nyheder/indland/100-asylansoegere-forvundet-i-aar,asylansøg
http://dr.dk/nyheder/indland/hjemsendelsespenge-til-afviste-asylansoegere-fortsaetter,asylansøg
http://dr.dk/nyheder/indland/asylansoegere-faar-en-mia-bistandskroner,asylansøg
http://dr.dk/nyheder/indland/politiet-vil-frihedsberoeve-kriminelle-asylansoegere,asylansøg
http://dr.dk/nyheder/udland/asylansogere-strommer-til-schweiz,asylansøg
http://dr.dk/nyheder/regionale/hovedstadsomraadet/asylansoegere-forsvinder-efter-ankomst-til-koebenhavns-lufthavn,asylansøg
http://dr.dk/nyheder/indland/rekordmange-afviste-asylansoegere-rejser-hjem-i-aar,asylansøg
http://dr.dk/nyheder/indland/kommuner-skaber-plads-til-asylansoegere,asylansøg
http://dr.dk/nyheder/indland/200-asylansoegere-flytter-til-vollsmose,asylansøg
http://dr.dk/nyheder/indland/kortere-ophold-asylansoegere,asylansøg
http://dr.dk/nyheder/politik/valg/kv13/udrejsecenter-asylansoegere-til-debat-i-hoersholm,asylansøg
http://dr.dk/nyheder/indland/flere-og-flere-asylansoegere-sultestrejker,asylansøg
http://dr.dk/nyheder/politik/serbiske-asylansoegere-sendes-retur-i-hoejt-tempo,asylansøg
http://dr.dk/nyheder/indland/flygtningenaevnet-lemper-krav-syriske-asylansoegere,asylansøg
http://dr.dk/nyheder/indland/flere-asylansoegere-end-de-sidste-10-aar,asylansøg
http://dr.dk/nyheder/politik/boedskov-arbejde-til-asylansoegere-letter-hjemsendelse,asylansøg
http://dr.dk/nyheder/indland/asylansoegere-vil-ikke-til-danmark,asylansøg
http://dr.dk/nyheder/indland/flere-asylansoegere-arbejder-ulovligt,asylansøg
http://dr.dk/nyheder/indland/asylansoegere-soeger-tilflugt-i-kirke,asylansøg
http://dr.dk/nyheder/indland/menighedsraad-moedes-om-asylansoegeres-skaebne,asylansøg
http://dr.dk/nyheder/udland/eu-sikrer-rettigheder-asylansoegere,asylansøg
http://dr.dk/nyheder/politik/venstre-vil-lukke-asylansoegere-igen,asylansøg
http://dr.dk/nyheder/indland/801-afviste-asylansoegere-strandet,asylansøg
http://dr.dk/nyheder/udland/asylansoegere-fortryder-rejse-til-norge,asylansøg
http://dr.dk/nyheder/indland/vil-give-afviste-asylansoegere-ophold,asylansøg
http://dr.dk/nyheder/indland/asylansoegere-er-mentorer-soldater,asylansøg
http://dr.dk/nyheder/indland/asylansoeger-anholdt-efter-knivstikkeri-ved-christiania,asylansøg
http://dr.dk/nyheder/udland/flest-asylansoegere-til-storbritannien,asylansøg
http://dr.dk/nyheder/politik/df-asylansoegere-skal-aflevere-dna,asylansøg
http://dr.dk/nyheder/indland/asylansoegere-stroemmer-til-danmark,asylansøg
http://dr.dk/nyheder/indland/koebenhavn-vil-modtage-asylansoegere-med-velkomsthus,asylansøg
http://dr.dk/nyheder/indland/politiet-seks-asylansoegere-faengslet-flere-end-70-indbrud,asylansøg
http://dr.dk/nyheder/udland/tredobbelt-busdrab-i-norge-anholdt-mand-er-asylansoeger,asylansøg
http://dr.dk/nyheder/indland/flere-afviste-asylansogere-bliver-i-danmark,asylansøg
http://dr.dk/nyheder/indland/asylchef-en-lettelse-asylansoegere,asylansøg
http://dr.dk/nyheder/politik/nyt-asyludspil-vi-ma-ikke-nedbryde-asylansogere,asylansøg
http://dr.dk/nyheder/politik/roede-kors-skal-eskortere-asylansoegere,asylansøg
http://dr.dk/nyheder/udland/australien-asylansoegere-syr-laeber-sammen,asylansøg
http://dr.dk/nyheder/indland/hver-fjerde-asylansoeger-i-juli-kom-fra-syrien,asylansøg
http://dr.dk/nyheder/indland/asylansoegere-kan-risikere-maaneders-uvished,asylansøg
http://dr.dk/nyheder/udland/amnesty-asylansoegere-behandles-som-kriminelle,asylansøg
http://dr.dk/nyheder/udland/baad-fyldt-med-asylansoegere-er-gaaet-til-bunds-ved-java,asylansøg
http://dr.dk/nyheder/udland/sendte-afvist-asylansoeger-til-det-forkerte-land,asylansøg
http://dr.dk/nyheder/indland/asylansoeger-med-kokain-i-sandholm-faengslet-i-fire-uger,asylansøg
http://dr.dk/nyheder/indland/asylansoeger-stukket-ned-i-broendby,asylansøg
http://dr.dk/nyheder/udland/australien-indfoerer-stop-asylansoegere,asylansøg
http://dr.dk/nyheder/din-mening-skal-afviste-asylansoegere-have-opholdstilladelse,asylansøg
http://dr.dk/nyheder/politik/roede-kors-kritiserer-nyt-center-afviste-asylansoegere,asylansøg
http://dr.dk/nyheder/politik/justitsminister-beder-om-perspektiv-sverige-modtager-40000-asylansoegere,asylansøg
http://dr.dk/nyheder/udland/norge-tvangshjemsender-5000-afviste-asylansoegere,asylansøg
http://dr.dk/nyheder/politik/styrelse-asylansoegere-i-vollsmose-er-den-bedste-loesning,asylansøg
http://dr.dk/nyheder/indland/asylansoegere-faar-sag-behandlet-i-danmark,asylansøg
http://dr.dk/nyheder/indland/asylansoegere-i-sverige-arbejder-ulovligt-i-danmark,asylansøg
http://dr.dk/nyheder/indland/politiet-har-ikke-styr-paa-asylansoegere,asylansøg
http://dr.dk/nyheder/kultur/unge-asylansoegere-tager-billeder-af-haab,asylansøg
http://dr.dk/nyheder/indland/asylansoeger-bliver-jeg-nu-banket-ihjel,asylansøg
http://dr.dk/nyheder/indland/tiltales-ville-skaffe-asylansoegere-arbejde,asylansøg
http://dr.dk/nyheder/udland/britisk-politi-beskyldes-vold-mod-asylansoegere,asylansøg
http://dr.dk/nyheder/politik/stoejberg-vil-slaa-ned-paa-asylansoegere-der-arbejder,asylansøg
http://dr.dk/nyheder/politik/eu-vil-sikre-bedre-hjaelp-til-syriske-flygtninge,asylansøg
http://dr.dk/nyheder/politik/df-frygter-stroem-af-syriske-flygtninge,asylansøg
http://dr.dk/nyheder/indland/sjaelsmark-kaserne-skal-vaere-udrejsecenter,asylansøg
http://dr.dk/nyheder/udland/flygtninge-goer-voldsomt-oproer-paa-asyl-oe,asylansøg
http://dr.dk/nyheder/indland/politiet-fanger-menneskesmuglere-ved-roedby-faerge,asylansøg
http://dr.dk/nyheder/indland/flygtninge-stroemmer-til-danmark,asylansøg
http://dr.dk/nyheder/politik/roede-kors-roser-regeringens-asylplaner,asylansøg
http://dr.dk/nyheder/indland/danmark-har-sendt-500-afviste-serbere-hjem,asylansøg
http://dr.dk/nyheder/politik/faa-soeger-ud-af-asylcentrene,asylansøg
http://dr.dk/nyheder/politik/s-det-kan-give-mening-sende-afghanske-boern-hjem,asylansøg
http://dr.dk/nyheder/politik/politikere-kommuner-boer-inddrages-i-asylsager,asylansøg
http://dr.dk/nyheder/indland/syriske-flygtninge-vil-besaette-ambassade,asylansøg
http://dr.dk/nyheder/politik/asylpolitik-skaber-intern-splid-i-regeringen,asylansøg
http://dr.dk/nyheder/politik/s-borgmesteren-har-en-forfejlet-opfattelse-af-asylcentre,asylansøg
http://dr.dk/nyheder/politik/ekspert-politik-betyder-intet-asylhop,asylansøg
http://dr.dk/nyheder/politik/konservative-er-forundret-over-asylloesning,asylansøg
http://dr.dk/nyheder/politik/minister-fortav-irakisk-aftalebrud,asylansøg
http://dr.dk/nyheder/indland/kirke-iranere-indtager-kommunens-lokaler,asylansøg
http://dr.dk/nyheder/indland/organisation-opgiver-hjaelp-til-kirke-iranere,asylansøg
http://dr.dk/nyheder/udland/asylansoegerboern-skal-have-saerbehandling,asylansøg
http://dr.dk/nyheder/indland/iranere-faar-lov-til-blive-i-kirke,asylansøg
http://dr.dk/nyheder/indland/iranere-i-kirke-skal-stoppe-sultestrejke,asylansøg
http://dr.dk/nyheder/politik/mere-end-dobbelt-saa-mange-soeger-asyl-i-danmark,asylansøg
http://dr.dk/nyheder/indland/nye-asylcentre-aabner-paa-stribe,asylansøg
http://dr.dk/nyheder/indland/presset-stiger-fortsat-paa-asylsystemet,asylansøg
http://dr.dk/nyheder/indland/20000-kr-rejse-frivilligt-hjem,asylansøg
http://dr.dk/nyheder/indland/25-indsatte-sultestrejker-i-asylfaengsel,asylansøg
http://dr.dk/nyheder/indland/sultestrejkende-iranere-faar-ny-frist,asylansøg
http://dr.dk/nyheder/indland/sultestrejkende-iranere-haaber-paa-ny-frist,asylansøg
http://dr.dk/nyheder/indland/koebenhavn-venter-med-smide-iranere-ud,asylansøg
http://dr.dk/nyheder/udland/40000-flere-soegte-om-asyl-i-eu-sidste-aar,asylansøg
http://dr.dk/nyheder/indland/domstol-stopper-tvangsudsendelser-igen,asylansøg
http://dr.dk/nyheder/udland/norsk-politi-oensker-indgreb-mod-asylsoegere,asylansøg
http://dr.dk/nyheder/politik/enhedslisten-kraever-asylloefte-holdt,asylansøg
http://dr.dk/nyheder/indland/ros-hurtigere-asylbehandling,asylansøg
http://dr.dk/nyheder/udland/juleoeen-rammes-af-tragedie-paa-havet,asylansøg
http://dr.dk/nyheder/indland/domstol-bremser-155-danske-udvisninger,asylansøg
http://dr.dk/nyheder/indland/21-aarig-er-skyldig-i-sexoverfald-ved-kirke,asylansøg
http://dr.dk/nyheder/politik/radikal-borgmester-gaar-imod-regeringens-politik,asylansøg
http://dr.dk/nyheder/indland/19-aarig-faengslet-sexoverfald,asylansøg
http://dr.dk/nyheder/kultur/roskilde-festival-er-ekstra-socialpolitisk-i-aar,asylansøg
http://dr.dk/nyheder/politik/regeringen-praesenterer-asylplan,asylansøg
http://dr.dk/nyheder/somaliske-flygtninge-i-koe-ved-graensen,asylansøg
http://dr.dk/nyheder/indland/dansk-flygtningehjaelp-dom-boer-ogsaa-gaelde-i-danmark,asylansøg
http://dr.dk/nyheder/indland/roede-kors-flygtningesager-boer-behandles-i-danmark,asylansøg
http://dr.dk/nyheder/indland/baggrund-asyl-sagen-i-belgien,asylansøg
http://dr.dk/nyheder/indland/danmark-kan-sende-afviste-tamiler-hjem,asylansøg
http://dr.dk/nyheder/indland/politiet-afviser-kritik-i-asylsag,asylansøg
http://dr.dk/nyheder/indland/domstol-bremser-endnu-34-tvangsudsendelser,asylansøg
http://dr.dk/nyheder/indland/kosovoalbaner-skyldig-i-asyldrab,asylansøg
http://dr.dk/nyheder/indland/flygtninge-returneres-igen-til-graekenland,asylansøg
http://dr.dk/nyheder/udland/menneskelig-tragedie-i-athen,asylansøg
http://dr.dk/nyheder/udland/danmark-blandt-de-lande-der-oftest-siger-ja-til-asyl,asylansøg
http://dr.dk/nyheder/indland/amnesty-send-ikke-folk-til-graekenland,asylansøg
http://dr.dk/nyheder/regionale/nordjylland/asylcenter-er-en-realitet-i-rebild,asylansøg
http://dr.dk/nyheder/indland/det-er-haardt-leve-i-uvished,asylansøg
http://dr.dk/nyheder/udland/flere-afghanere-faar-asyl-i-sverige,asylansøg
http://dr.dk/nyheder/indland/graesk-ambassade-taet-paa-humanitaer-krise,asylansøg
http://dr.dk/nyheder/indland/asylpraktik-daekker-over-ulovligt-arbejde,asylansøg
http://dr.dk/nyheder/indland/dansetyve-huserer-i-nattelivet,asylansøg
http://dr.dk/nyheder/indland/danmark-bryder-menneskerettighederne-systematisk,asylansøg
http://dr.dk/nyheder/indland/frikendt-skaffe-job-til-afviste-asylsansoegere,asylansøg
http://dr.dk/nyheder/indland/advokat-retten-i-hilleroed-er-ren-teater,asylansøg
http://dr.dk/nyheder/indland/roede-kors-graesk-asylsystem-brudt-sammen,asylansøg
http://dr.dk/nyheder/udland/norske-asylsoegere-skal-se-homofilm,asylansøg
http://dr.dk/nyheder/indland/asylbureau-doemt-i-byretten,asylansøg
http://dr.dk/nyheder/indland/politiet-undsiger-hurtigere-udvisning,asylansøg
http://dr.dk/nyheder/politik/birthe-roenn-fastholder-asylpolitik,asylansøg
http://dr.dk/nyheder/indland/et-aar-efter-rydningen-af-brorsonskirken,asylansøg
http://dr.dk/nyheder/indland/flygtninge-sendes-til-kraenkelser-i-graekenland,asylansøg
http://dr.dk/nyheder/indland/kirkeasyl-nedlaegger-sig-selv,asylansøg
http://dr.dk/nyheder/politik/fakta-saa-mange-syrere-soeger-om-asyl-i-danmark,asylansøg
http://dr.dk/nyheder/indland/udlaendingestyrelsen-stort-asylpres-lige-nu,asylansøg
http://dr.dk/nyheder/regionale/syd/boom-i-syrere-ved-graensen,asylansøg
http://dr.dk/nyheder/politik/regeringen-presser-gronlaendere,asylansøg
http://dr.dk/nyheder/indland/praesteaktion-irakere-var-ok,asylansøg
http://dr.dk/nyheder/politik/s-vil-stramme-kursen-over-afviste-asylsoegere,asylansøg
http://dr.dk/nyheder/politik/boedskov-vil-tvinge-afviste-somaliere-til-rejse,asylansøg
http://dr.dk/nyheder/politik/k-kriminelle-skal-hurtigere-smides-ud,asylansøg
http://dr.dk/nyheder/indland/derfor-er-de-danske-asylcentre-pressede,asylansøg
http://dr.dk/nyheder/indland/danmark-vil-hente-tvangsudvist-tilbage,asylansøg
http://dr.dk/nyheder/politik/df-stop-alle-asylsoegere-til-danmark,asylansøg
http://dr.dk/nyheder/politik/flygtninge-kan-ryge-ud-og-ind-af-asylcentre,asylansøg
http://dr.dk/nyheder/kultur/festivalgaester-soeger-om-asyl-og-brunch,asylansøg
http://dr.dk/nyheder/indland/roede-kors-vil-hjaelpe-graekenland,asylansøg
http://dr.dk/nyheder/politik/borgmester-i-velhaverkommune-er-rystet-over-nyt-asylcenter,asylansøg
http://dr.dk/nyheder/politik/loekke-vil-rette-op-paa-graesk-asylkaos,asylansøg
http://dr.dk/nyheder/udland/afrikanske-asylsoegere-protesterer-i-israel,asylansøg
http://dr.dk/nyheder/indland/kirkeasyl-i-byretten,asylansøg
http://dr.dk/nyheder/udland/baad-synker-paa-vej-til-australien-13-mennesker-druknet,asylansøg
http://dr.dk/nyheder/udland/den-sigtede-tre-busdrab-er-nok-syg-til-retsmoede,asylansøg
http://dr.dk/nyheder/udland/drabssigtet-buskaprer-skulle-sendes-ud-af-norge-i-dag,asylansøg
http://dr.dk/nyheder/indland/kommunen-truer-sultestrejkende-iranere,asylansøg
http://dr.dk/nyheder/politik/fakta-saadan-faar-syriske-flygtninge-lettere-asyl,asylansøg
http://dr.dk/nyheder/udland/danskere-skal-hjaelpe-torturofre-i-graekenland,asylansøg
http://dr.dk/nyheder/politik/birthe-roenn-aabner-doeren-til-asylkaos,asylansøg
http://dr.dk/nyheder/udland/106-reddet-fra-synkende-flygtningeskib,asylansøg
http://dr.dk/nyheder/udland/australsk-frygt-flere-ofre-fra-asylbaad,asylansøg
http://dr.dk/nyheder/udland/tyske-dommere-italien-daarlig-til-flygtninge,asylansøg
http://dr.dk/nyheder/indland/amnesty-krise-er-ingen-undskyldning-overgreb-paa-flygtninge,asylansøg
http://dr.dk/nyheder/indland/politiet-anholder-mand-raat-sexoverfald,asylansøg
http://dr.dk/nyheder/indland/orkanen-kraever-sit-tredje-doedsoffer,asylansøg
http://dr.dk/nyheder/indland/danmark-hjemsender-ikke-irakiske-flygtninge,asylansøg
http://dr.dk/nyheder/indland/skelet-i-tisvilde-kan-vaere-midaldrende-mand,asylansøg
http://dr.dk/nyheder/politik/boedskov-der-laves-ikke-om-paa-asylreglerne,asylansøg
http://dr.dk/nyheder/politik/regeringen-afviser-svensk-model-syriske-flygtninge,asylansøg
http://dr.dk/nyheder/politik/asylcentret-i-vollsmose-lukkes-foer-tid,asylansøg
http://dr.dk/nyheder/indland/terroranholdt-bliver-loesladt,asylansøg
http://dr.dk/nyheder/indland/mange-asylsoegere-har-ventet-i-over-ti-aar,asylansøg
http://dr.dk/nyheder/indland/oeget-asylpres-er-ikke-regeringens-skyld,asylansøg
http://dr.dk/nyheder/politik/serbien-vil-stoppe-roma-stroem-mod-danmark,asylansøg
http://dr.dk/nyheder/udland/amnesty-kritik-af-graekenland-skubber-flygtninge-tilbage-i-vandet,asylansøg
http://dr.dk/nyheder/indland/birthe-roenn-overrasket-over-manglende-asylkontrol,asylansøg
http://dr.dk/nyheder/indland/afviste-iranere-har-forladt-christiansborg,asylansøg
http://dr.dk/nyheder/indland/haervaerk-mod-integrationsministeriet,asylansøg
http://dr.dk/nyheder/politik/valg/valg2011/df-foreslaar-flere-udlaendingestramninger,asylansøg
http://dr.dk/nyheder/politik/df-justitsministeren-taler-problemerne-ned,asylansøg
http://dr.dk/nyheder/politik/df-vil-sende-flygtninge-hjem,asylansøg
http://dr.dk/nyheder/politik/danmark-vil-ikke-have-asylansoegninger-paa-distancen,asylansøg
http://dr.dk/nyheder/indland/41-anholdt-ved-protest-mod-udvisning,asylansøg
http://dr.dk/nyheder/indland/unge-udvises-efter-tvivlsom-alderstest,asylansøg
http://dr.dk/nyheder/politik/el-boedskov-maa-forklare-sig-om-udvisning-af-syge,asylansøg
http://dr.dk/nyheder/indland/efter-politiet-offentliggjorde-video-tre-maend-anholdt-groft-roeveri,asylansøg
http://dr.dk/nyheder/udland/dom-underminerer-eus-asylsystem,asylansøg
http://dr.dk/nyheder/indland/kurdere-registreres-ikke-som-statsloese,asylansøg
http://dr.dk/nyheder/indland/kristne-kan-maaske-nemmere-faa-asyl,asylansøg
http://dr.dk/nyheder/politik/birthe-roenn-beskyldes-lyve,asylansøg
http://dr.dk/nyheder/udland/illegale-invandrere-sultestrejker-i-graekenland,asylansøg
http://dr.dk/nyheder/indland/v-forstaar-politiets-spoergsmaal-til-asylboern,asylansøg
http://dr.dk/nyheder/politik/df-danmark-bliver-en-flygtningemagnet,asylansøg
http://dr.dk/nyheder/politik/regeringen-klar-til-laegge-asylbesparelser-i-graven,asylansøg
http://dr.dk/nyheder/indland/privat-klinik-behandler-illegale-indvandrere,asylansøg
http://dr.dk/nyheder/indland/iranere-skal-ud-af-stefanskirken-tirsdag,asylansøg
http://dr.dk/nyheder/politik/europaraadet-danmark-har-problemer-med-racisme,asylansøg
http://dr.dk/nyheder/udland/fakta-seks-buskapringer-i-norge-siden-1994,asylansøg
http://dr.dk/nyheder/udland/lampedusa-dykkere-finder-yderligere-83-druknede-asylsoegere,asylansøg
http://dr.dk/nyheder/indland/dom-flygtningboern-skal-ikke-straffes-falske-pas,asylansøg
http://dr.dk/nyheder/udland/oproer-i-graesk-asyllejr-over-daarlige-forhold,asylansøg
http://dr.dk/nyheder/udland/australierne-skal-stemme-til-september,asylansøg
http://dr.dk/nyheder/udland/fn-graeske-flygtningeforhold-umenneskelige,asylansøg
http://dr.dk/nyheder/indland/politiopgaver-boer-privatiseres,asylansøg
http://dr.dk/nyheder/indland/markant-flere-faar-asyl-i-danmark,asylansøg
http://dr.dk/nyheder/politik/roenn-gav-ophold-til-irakere-fra-brorsons,asylansøg
http://dr.dk/nyheder/indland/myndigheder-har-fejlregistreret-statsloese-kurdere,asylansøg
http://dr.dk/nyheder/udland/optoejer-rammer-norske-asylcentre,asylansøg
http://dr.dk/nyheder/indland/seks-maend-er-faengslet-handel-med-kokain,asylansøg
http://dr.dk/nyheder/indland/tvangsudsendelser-til-syrien-fortsat-i-bero,asylansøg
http://dr.dk/nyheder/politik/flere-udlaendinge-henter-familien-til-danmark,asylansøg
http://dr.dk/nyheder/udland/ny-fejl-afsloeret-under-buskapring-i-norge,asylansøg
http://dr.dk/nyheder/regionale/hovedstadsomraadet/politikere-savner-svar-fra-minister,asylansøg
http://dr.dk/nyheder/politik/svaerere-faa-opholdstilladelse,asylansøg
http://dr.dk/nyheder/indland/flygtninge-sendt-paa-vandrerhjem,asylansøg
http://dr.dk/nyheder/udland/moede-i-berlin-merkel-sonderede-koalition-med-de-groenne,asylansøg
